EventName,EventDescription,EventStartTime,EventEndTime,EventCategoryName,EventLocation
"
Beethoven & Brahms, Piyanolu Üçlüler
","Beethoven’ın Op.70 No.1 “Ghost” (Hayalet) Piyanolu Üçlüsü ve Brahms’ın Korno, Keman ve Piyano için Op.40 Üçlü’sünün seslendiriliceği bu zengin program Mozarthaus’ta müzikseverleri bekliyor.BUSE BİÇER, keman NİSA KÜÇÜKKÖMÜRCÜ, korno YİĞİT BERK DÖNMEZ, viyolonselCİHAN CEYLAN, piyanoBURAK CAN ER, piyanoKonser Programı:L. van BEETHOVENPiyanolu Üçlü  Op.70   No.1 “Ghost”(Hayalet), Re majöI. Allegro vivace conioII. Largo assai ed espressivoIII. Presto                                           J. BRAHMSKorno, Keman ve Piyano için Üçlü Op.40, Mi bemol MajöI. AndanteII. Scherzo- Allegro III. Adagio mesto IV. FInale -Allegro conio* Program süresi: 60 dakikaCİHAN CEYLAN, piyano1984 yılında İzmir’de doğdu. 1995 yılında Hacettepe Konservatuarı Piyano Anasanat dalına, Semra Kartal’ın öğrencisi olarak kabul edildi. Buradaki beş yıllık eğitiminden sonra 2000 yılında girdiği Bilkent Üniversitesi Müzik ve Sahne Sanatları Fakültesi’nin sınavlarında elde ettiği başarıyı takiben Fakültenin Piyano Anasanat dalına burslu olarak kabul edildi ve Ersin Onay’ın öğrencisi oldu. Üniversite yıllarında çalışmalarına Gülnara Aziz ile devam eden N. Cihan Ceylan bunların yanı sıra André Sommer ile deşifre ve eşlik, Elena Gnezdilova ile oda müziği çalıştı. Hacettepe Konservatuarı Konser Salonu’nda, Bilkent Üniversitesi Ahmet Adnan Saygun Müzik Araştırma Merkezi Konser Salonu’nda ve Konya Selçuk Üniversitesi Konser Salonu’nda çeşitli oda müziği konserleri ve solo resitaller verdi. Oxana Yablonskaya, Gülsin Onay, Robert Roux, Hüseyin Sermet gibi birçok ünlü virtüözün masterclasslarına aktif ve pasif olarak katıldı. N. Cihan Ceylan 2008 yılında Bilkent Üniversitesi Müzik ve Sahne Sanatları  Fakültesi’nden mezun oldu. 2010-2011 eğitim öğretim döneminde Akdeniz Üniversitesi Antalya Devlet Konservatuarı’nda sözleşmeli  öğretim görevlisi olarak çalıştı. Burada solo, oda müziği ve eşlik alanında çalışmalar yaptı. Halen Başkent Üniversitesi Devlet Konservatuvarı’nda Yüksek Lisans çalışmalarını sürdüren N. Cihan Ceylan, aynı zamanda Ankara Üniversitesi Devlet Konservatuvarı’nda öğretim görevlisi olarak yardımcı piyano ve şan eşlik alanında çalışmalar yapmaktadır. BUSE BİÇER, keman1992 yılında Ankara'da doğdu. Eğitimine 6 yaşında Bilkent Üniversitesi Müzik ve Sahne Sanatları Fakültesi Müzik Hazırlık İlköğretim Okulu'nda başladı. Eğitimi süresince Seda Erdem, Nazım Aliyev, Seyran Ahundzade ve Eda Özer ile çalışan Biçer, okul bünyesinde birçok konser gerçekleştirdi. 2007 yılında Dünya Gençlik Senfoni Orkestrası ile Youngenç Filarmoni Orkestrası'nda, 2008 yılında Türk Yunan Gençlik Orkestrası'nda görev almıştır. Bu orkestralarla Ankara, İstanbul, Berlin, Schweinfurt, Katarini, Kavala, Atina ve Patras'da konserler vermiş, Gürer Aykal, Vladimir Ashkenazy, Işın Metin, Rene Giessen, Damiano Giuranna, Klaus Weise, Alessandro Cedrone gibi ünlü şeflerle çalışmıştır. Biçer, üyesi olduğu Bilkent Gençlik Senfoni Orkestrası ile 2008 yılında solo konser vermiştir. Bilkent Senfoni Orkestrası’nın çalışmalarında ve konserlerinde yer almıştır. Frankfurt Musik Hochshule’de ünlü kemancı Zakhar Bron’un öğrencisi olan Prof. Erik Schumann ile çalışmıştır. Buse Biçer halen Ankara Gençlik Senfoni Orkestrası’nda 2. Keman grup şefi olarak yer almaktadır. Bilkent Üniversitesi Müzik ve Sahne Sanatları Fakültesi keman ana sanat dalında Eda Delikçi gözetiminde çalışarak lisans eğitimini onur öğrencisi derecesi ile tamamlamıştır. Biçer, Yüksek Lisans eğitimine ise  Başkent Üniversitesi Devlet Konservatuvarı Keman bölümünde Prof. Jülide Yalçın Dittgen ile devam etmektedir.YİĞİT BERK DÖNMEZ, viyolonsel1990 Ankara doğumlu olan sanatçı Yiğit Berk DÖNMEZ, 2001 Yılında profesyonel sanat hayatına Hacettepe Üniversitesi Ankara Devlet Konservatuarı Viyolonsel bölümünde başladı. 2012 yılında şeref öğrencisi ünvanı ile mezun oldu. Öğrencilik yaşamında ve mezun olduktan sonra pek çok ünlü sanatçı ve şef ile birlikte çalışan Yiğit Berk DÖNMEZ çeşitli masterclass, oda müziği ve orkestralarda yer aldı. Bu yıllar arasındaki süreçte Maria Kliegel'den başarı belgesi aldı. Sanatçı: • 2001-2007 yıllarında Sinan Dizmen’in, • 2007-2012 yıllarında Nuray Eşen’in ve • 2012-2016 yılları arasında da Ali Doğan’ın öğrencisi olmuştur. • 2005-2012 yılları arasında Hacettepe Senfoni Orkestrasında, • 2009 yılında UGSO orkestrasında, • 2011 yılında TUGFO Orkestrasında yer almıştır. Aynı zamanda Devlet Senfoni Orkestraları, Devlet Opera ve Balesi, Devlet Tiyatrolarında görev alan çellist Yiğit Berk DÖNMEZ, Bodrum Filarmoni Orkestrasında solist sanatçı olarak da başarılı konserler vermiştir. Ayrıca yüksek lisans eğitimine Hacettepe Üniversitesi Ankara Devlet Konservatuarı'nda devam etmektediBURAK CAN ER, piyano1996’da İstanbul’da doğdu. Müzik çalışmalarına ilkokulda başladı ve Ankara Güzel Sanatlar Lisesi’nde devam etti. İlk Piyano çalışmalarına lisede başlarken 2011’de Prof. Kamerhan Turan ile devam etti. . Bu süreçte Çellist Beste Ünal ile duo çalışmalarına başladı. 2013 yılında Gaziantep’te düzenlenen Uluslararası Piyano Yarışmasında 1. oldu. Aynı yıl Başkent Üniversitesi Devlet Konservatuvarı Piyano Anasanat Dalını (%100 tam burslu) kazandı. Türkiye’nin birçok yerinde Gülsin Onay, Hüseyin Sermet, Gökhan Aybulus, Başar Can Kıvrak, Stepfan Mehlig ve birçok isimle masterclass yaptı ve konserler verdi. Şu an Başkent Üniversitesi Devlet Konservatuvarı Lisans Programı mezunudur ve Yüksek lisansta Prof. Kameran Turan ile devam etmektedir.NİSA KÜÇÜKKÖMÜRCÜ, korno2002 yılında Çukurova üniversitesi Devlet konservatuvarını korno bölümünü kazanarak eğitim hayatına başlamıştır. Eğitim hayatı boyunca bir çok masterclass’a katılmış ve ünlü korno sanatçıları ile çalışma fırsatı yakalamıştır. 2010 yılında Çukurova üniversitesi Devlet konservatuvarından başarı ile mezun olmuş. Aynı yıl Almanya’nın Hannover şehrinde ki Müzik okulunda Markus Maskuniitty'nin korno sınıfına  kabul edilmiştir. Bir çok gençlik orkestrasında ünlü şeflerle çalışma fırsatı bulmuştur. 2015 yılında buradan da mezun olup Türkiye’ ye geri dönmüştür. Başkent üniversitesi Devlet konservatuvarın da yüksek lisans eğitimine Cem Akçora ile devam etmektedir.","  6 Haziran 2018, Çarşamba - 20:00",,Music," Mozarthaus Sanat ve Konser Evi, Ankara"
"
Klasik Keyifler: Begoa Ensemble
","Erimtan Arkeoloji ve Sanat Müzesi ""Klasik Keyifler Müzik Konserleri'nin 2018 sezon programı açıklandı.Begoa Ensemble,Erimtan Müzesi Konser Salonu'nda sizlerle...Başar Can Kıvrak, piyanoErkin Onay, kemanGökhan Bağcı, viyolonselÖzgür Baskın, kemanAli Başeğmezler, viyolonselProgramR.Schumann, Piyanolu Beşli Op.44J.Brahms, Piyanolu Beşli Op.34Klasik Keyifler Müzik Derneği ‘Müze Konserleri’ serisinin altıncısı olan serinin kapanış konserinde Ankara’da kurulan ve başarılı konserle imza atan oda müziği topluluğu Begoa Ensemble’ı ağırlıyor. Temelde piyanolu beşli olmasının yanı sıra, konserlerinde solo,ikili,üçlü, dörtlü ve beşli için yazılmış eserleride seslendiren ve adını üyelerinin baş harflerinden alan BEGOA Ensemble, bu konserinde R.Schumann ve J.Brahms’ın beşlilerinden oluşan ‘İlham, Aşk ve Müzik’ temalı programıyla Erimtan Arkeoloji ve Sanat Müzesi’nde sanatseverler ile buluşacak."," 10 Haziran 2018, Pazar - 16:00",,Music," Erimtan Müzesi Konser Salonu, Ankara"
"
İstanbul'da Kadir Gecesi
","Bilgi İstasyonu mekanında gerçekleşecek Atölye etkinliği olan İstanbul'da Kadir Gecesi etkinliğini kaçırmayın, İstanbul'da Kadir Gecesi biletini tükenmeden satın alın."," 10 Haziran 2018, Pazar - 16:30",,Hobbies," Bilgi İstasyonu, İstanbul"
"
“Yolda” Gülsin Onay & Murathan Özbek
","“Yolda” Gülsin Onay & Murathan Özbek, K. Süreyya Operası'nda sizlerle...GÜLSIN ONAYpiyano MURATHAN ÖZBEKyönetmen KONSER PROGRAMIJohann Sebastian Bach/ Ferruccio Busoni“Ich ruf ’ zu dir”, BWV 639Johannes BrahmsIntermezzo No. 1 & 2, op. 119Franz Schubert/ Franz Liszt“Auf dem Wasser zu singen”, S. 558Johann Sebastian Bach/ Ferruccio Busoni“Wachet auf ”, BWV 645Ludwig van BeethovenPiyano Sonatı No. 26 Mi Bemol Majör, op. 81a, “Les Adieux”Maurice RavelGaspard de la Nuit: OndineFranz SchubertPiyano Sonatı No. 19 Do minör, D. 958: AdagioFrédéric ChopinBalad No. 2 Fa Majör, op. 38Johann Sebastian Bachİtalyan Konçertosu, BWV 971: AndanteArasız 65’ sürer.“Yolda” projesi İstanbul Müzik Festivali ve Bodrum Müzik Festivali ortak prodüksiyonudur.Dünya prömiyeri.46. İstanbul Müzik Festivali Gülsin Onay’ın piyanodaki hayal gücü yüksek, zekice yorumlarını Murathan Özbek’in duyarlı kamerasıyla buluşturan multidisiplineir proje sunuyor.“Bir metni ya da bir önermeyi açığa çıkarmak için görselliği kullanan sinemanın içinde müziğin mucizeleri beni çok etkiler. Kendi yaratma serüvenimde de o mucizeler için düşünür dururum.” diyen yönetmen Murat Özbek, bu kez tersine gidiyor ve görüntüye müzik aramak yerine müziğe görüntü yazıyor. Özbek, çıkış noktası olarak aldığını belirttiği “gitmek” için, “hepimizde daimi dürtü, bütün bu yaşam yolculuğunun adı belki de.” diyor ve ekliyor, “sanki insan yaşarken gürültülü, seyrederken sessizdir.” Aynı anda izleyici de olacak dinleyiciler Özbek’in bu filminde başka başka yolculuklar yapabilecekleri alanlaulacaklar ve bir yandan müzik onları alı götürürken bir yandan sessizce gitmeyi izleyecekler.Gitmeyi, ayrılığı ve kavuşmayı belki de en güzel anlatan eserlerden Beethoven’ın Les Adieux’sunun yanı sıra kayıkla giden bir anlatıcının perspektifinden zamanın geçişi ile düşünceleri aktaran Auf dem Wasser zu singen ve bir ölümlüye âşık olup düş kırıklığı içinde sulara dalı giden Ondine programın ana temasını desteklerken, Gülsin Onay’ın yorumundan programın bütünü dört başı mamuir müzik ziyafetine dönüşecek.Uluslararası müzik kariyeri Arjantin’den Japonya’ya uzanan bir coğrafyada 5 kıta, 80 ülkeyi kapsayan Gülsin Onay, ülkemizde de klasik müziği yaygınlaştırmak üzere Milas’ın köylerinden Gaziantep’e ve Van’a dört bir yanda konserler veriyor. Japonya’da adına şarap üretilmiş olan sanatçımızın bugün Tekirdağ’da bir sokak adını taşıyor. Alman basınında“piyanonun kükremeye gerek duymayan aslanı” olarak tanımlanan Gülsin Onay, geniş repertuarı içerisinde Rachmaninov ve Chopin yorumlarıyla özellikle övgü topluyor. Sanatçı, kendisine 2. Piyano Konçertosu’nu ithaf eden hocası Saygun’un da dünya çapında en güçlü yorumcusu kabul ediliyor."," 11 Haziran 2018, Pazartesi - 20:00",,Music," K. Süreyya Operası, İstanbul"
"
Joseph Moog- İstanbul Resitalleri
","Dünyanın Dört Bir Yanından Sıra Dışı Virtüözlerle Bugüne Kadarki En Zengin Sezon Sizleri Bekliyor!İstanbul Resitalleri 11. Sezon Finali, 2014 ICMA Uluslararası Klasik Müzik Ödülleri'nde ""Yılın En İyi Solo Albümü"" Ödülünü ve 2015 Gramophone Ödülleri'nde ""Yılın Genç Sanatçısı"" Ödülü kazanan 2016'da ise Grammy'e aday gösterilen Alman piyanist Joseph Moog ile gerçekleşiyor!Çalınması yürek isteyen zorlu eserleri seçme konusundaki cesaret ve ustalığı ile öne çıkan Moog içın ""Pianist"" dergisi ""kendi çağdaşlarının üstünde bir sınıfta saygıyı hak eden genç piyanist, enstrümanında korkunç derecede zeki ve güçlü bir usta!"" diyor. Radio Bremen ise ""Doğaüstü teknik yetenekleri ile o bir hazine avcısı"" sözleriyle, çalınması ustalık gerektiren zor yapıtları bulup ustalıkla seslendiren Moog'un bu önemli özelliğine atıfta bulunuyor.  Alman Zeitung "" Görkemli asaletiyle genç bir usta!"" diyerek Moog'u selamlarken; müzik eleştirmeni Norman Lebrecht de Joseph Moog'un piyanizmini ""O, korku nediilmiyor! Gözlerini dört açarak piyanoda virtüözite sergileyen slalomlar yapıyor ve sonra hiç frene basmaksızın, sert dönüşler yapmaksızın dizginleri yeniden eline alıyor."" şeklinde tarif ediyor.2006'da hem Almanya'daki ""Verbandes der Deutschen Konzertdirektionen"" Müzik Ödülü hem de İsviçre'deki ""Sommets Musicaux de Gstaad"" kış festivalinde dahi müzisyenlerin ödüllendirildiği ""Prix Philippe Chaignat"" Ödülü ile onurlandırılan sanatçı, 2009'da ""Young Steinway Artist"" ilan edildi. Moog, 2012'de ICMA Ödülleri'nde kazandığı ""Yılın En İyi Genç Sanatçısı"" ödülüne 2014'te ICMA ""Yılın Albümü"" ödülünü de ekledi. 2015 Gramophone Ödülleri'nde ""Yılın Genç Sanatçısı"" Ödülü kazanan sanatçı 2016'da 58. Grammy Ödüllerinde ise ""Grieg ve Moszkowski Piyano Konçertoları albümü ile Grammy'e aday gösterildi.En son Eylül 2016'da çıkan Chopin sonatlarını albümü ile birlikte yayınlanan 9 albümü ile uluslararası basında övgü dolu eleştiriler ve sayısız başarı rozeti alan Moog, asaleti ve usta piyanizmi ile müzik eleştirmelerine göre bir fenomen. The Denver Post, Moog için ""yaşından beklenmedik büyük bir ustalıkla size piyanonun tüm renklerinden oluşan bir spektrumu önünüze seren genç virtüöz, dünya çapında bir müzik kariyeri için gerekli herşeye fazlasıyla sahip"" diyor. Biaşka eleştiride de Gramophone ""Sadece birkaç piyanistin çalmaya cesaret edebileceği bir programı büyük bir yetenek ve haklı bir gururla çaldı"" diyerek Moog'a yer veriyor.İstanbul Resitalleri 2017-2018 Sezonu diğer konserleri için lütfen tıklayınız.İstanbul Resitalleri “Sıradışı Sanatçılar” Demektir."," 12 Haziran 2018, Salı - 20:00",,Music," Sakıp Sabancı Müzesi the Seed, İstanbul"
"
Ramazan'da İftarlı Mehtap Turu
","Bilgi İstasyonu mekanında gerçekleşecek Atölye etkinliği olan Ramazan'da İftarlı Mehtap Turu etkinliğini kaçırmayın, Ramazan'da İftarlı Mehtap Turu biletini tükenmeden satın alın."," 13 Haziran 2018, Çarşamba - 19:45",,Hobbies," Bilgi İstasyonu, İstanbul"
"
MSA - Mutfakta 8 Hafta Pastacılık 2
","Vanilyanın kokusuna, çikolatanın lezzetine, hamurun kıvamına, ekmeğin sıcaklığına tutkun, kendi evinin pasta şefi olma hayalleri kuranlar için profesyonel şeflerden “Mutfakta 8 Hafta Pastacılık 2 Eğitimi”…""Mutfakta 8 Hafta Pastacılık 2'yle haftada 1 gün olmak üzere toplamda 8 hafta boyunca pastacılıkla ilgili her detayı öğrenebilir ve pasta şefi olmak için adım atabilirsiniz. Cupcake’ten mereng'e farklı tariflerle Mutfakta 8 Hafta Pastacılık 2 başlıyor.  Pasta ve tatlı konularında uzmanlaşarak bu konuda pratiğini geliştirip profesyonelleşmek isteyen mutfak meraklıları katılabilir.  Pastacılıkla ilgili sahip olduğunuz bilgilere yenilerini ekleyip pratik yaparak, profesyonellerden yepyeni tarifler öğreneceksiniz.""22 Haziran-10 Ağustos Cuma, 10.00-14.00PROGRAM DETAYLARI• Eğitim süresince katılımcılar 14 kişilik mutfakta, kendi özel istasyonlarında tek kişi olarak çalışacaktır.• Tüm katılımcılara önlük seti ve ders içerikleri ile ilgili reçete kitapçığı verilecektir.• Eğitimin sonunda eğitmen şeflerin imzaladığı özel sertifika verilecektir.*Program 8 hafta sürmektedir.*Derslerin telafisi yapılmaz. Ücret iadesi yoktur.1. Hafta Tatlı ve Tuzlu KurabiyeleVişne dolgulu kurabiyeKrema dolgulu kakaolu bisküviAy çekirdekli, toz parmesanlı kurabiyeKabaklı tulum peynirli mini tuzlu kurabiye22 Haziran Cuma, 10.00-14.002. Hafta -KekleTulum peynirli, kurutulmuş domatesli tuzlu kekCheckerboard (dama) kekMeyve dolgulu kremalı kek29 Haziran Cuma, 10.00-14.003. Hafta -A La Carte Tatlılar ve Tabak TatlılarıÇikolatalı sufleTaze meyveli parfeMousse au chocolat merengBisküvili pudding6 Temmuz Cuma, 10.00-14.004. Hafta -PastalaFındık ve bademli pandispanya ile çilekli pastaKrokanlı St. Honoré pasta 13 Temmuz Cuma, 10.00-14.005. Hafta -Mayalı HamurlaPaskalya çöreğiPoğaçaAçma20 Temmuz Cuma, 10.00-14.006. Hafta -Cupcake’leYoğun çikolatalı cupcake, earl grey Fransız butter cream frosting ileÇilek ganaj dolgulu cupcake, krem peynirli vanilya frosting ileLimon dolgulu cupcake, çikolatalı kremalı frosting ile27 Temmuz Cuma, 10.00-14.007. Hafta -Hazır Hamurla BörekleSebzeli rulo börekSamosa ve bohçaIspanaklı milföyCevizli-tahinli burma tatlısı3 Ağustos Cuma, 10.00-14.008. Hafta -Şeker Hamuru ve Icing ile Kurabiye SüslemePortakallı ve tarçınlı kurabiyeGingeead hamuruyla kurabiye10 Ağustos Cuma, 10.00-14.00"," 22 Haziran 2018, Cuma - 10:00",,Family & Education," Mutfak Sanatları Akademisi, İstanbul"
"
MSA - Mutfakta 8 Hafta
","Uzman şef olmak isteyenler Mutfakta 8 Hafta workshop'unda buluşuyor.Mutfağın temeli olan bıçak kullanma tekniklerinden sos ve çorba yapımına, et pişirme tekniklerinden deniz ürünlerine ve wok yemeklerine kadar mutfağın tüm inceliklerini 8 hafta boyunca haftanın bir günü olmak üzere, tüm mutfak tekniklerini keşfedeceksiniz. 23 Haziran-11 Ağustos Cumartesi, 16.00-20.00NELER ÖĞRENECEĞIM?Mutfağın temeli olan bıçak kullanma tekniklerinden sos ve çorba yapımına, et pişirme tekniklerinden deniz ürünlerine ve wok yemeklerine, mutfağın tüm inceliklerini 8 hafta boyunca haftanın bir günü olmak üzere keşfedeceksiniz.  KİMLER KATILABİLİR?Temel mutfak tekniklerini profesyonel şekilde öğrenip, bu tekniklerle birçok çeşitten oluşan yemekler yapmak ve mutfak konusunda pratiğini geliştirerek kapsamlı bir mutfak eğitimi görmek isteyenler katılabilir. PROGRAM DETAYLARI;• Eğitim süresince katılımcılar 14 kişilik mutfakta, kendi özel istasyonlarında tek kişi olarak çalışacaktır.• Eğitimde kullanılacak şef bıçağı ve soyma bıçağı katılımcılara hediye edilecektir.• Tüm katılımcılara önlük seti ve ders içerikleri ile ilgili reçete kitabı verilecektir.• Eğitimin sonunda eğitmen şeflerin imzaladığı özel sertifika verilecektir.*Program 8 hafta sürmektedir.*Derslerin telafisi yapılmaz. Ücret iadesi yoktur. 1. Hafta - Bıçak Seçme, Kesim ve Kullanma Teknikleri, Mutfak Set-Up ve HazırlıklarıProfesyonel şefler gibi iyi bıçak kullanmanın temel tekniklerinin gösterileceği bu derste, bıçaklarınızı keskin tutmaktan çeşitli doğrama tekniklerine, meyve dilimlemeden sebze kesme biçimlerine kadar tüm bıçak becerilerinin neden ve nasıllarını öğreneceksiniz. Ders sırasında ve 8 hafta boyunca kullanacağınız bıçak seti hediye.23 Haziran Cumartesi, 16.00-20.002. Hafta -  Ana Ve Türev Soslar ve Çorbalar, Hazırlama ve Kullanma MetodlarıTavuk suyu (DEMOKahverengi et suyu (DEMOMayonez (DEMOBechamel sosVeloute sos (DEMOFransız soğan çorbasıRosto Domates Çorbası30 Haziran Cumartesi, 16.00-20.003. Hafta- Et Çeşitleri ve Yapıları, Pişirme Teknikleri ve Püf NoktalarıBonfile ayıklama ve temizleme teknikleri (DEMOT-Bone steak (DEMORoastbeef (DEMOKestane mantarlı ve kremalı bonfileKuzu karski, patates üresi, demi glace sos, sote manta7 Temmuz Cumartesi, 16.00-20.004. Hafta -Tüm Detaylarıyla Tavuk Pişirme YöntemleriÇıtır tavuk kanatları, ev yapımı acılı barbekü sosGermolata marineli tavuk but, chili garlic sos ileParmesan kaplı tavuk göğüs, beurre blanc sosRöşti patates14 Temmuz Cumartesi, 16.00-20.005. Hafta - Pilavlar Ve Pirinç Çeşitleri, Pişirme Teknikleri ve Püf NoktalarıÖzbek pilavıYaban mantarlı risottoFirik pilavıKurutulmuş meyveli basmati pilavı21 Temmuz Cumartesi, 16.00-20.006. Hafta -Uzak Doğu Wok Yemekleri, Pad Thai ve Noodle Pişirme TeknikleriPad thaiDana Etli Singapur NoodleYeşil körili tavuk, yasemin pilavı ileSıcak udon noodle salata28 Temmuz Cumartesi, 16.00-20.007. Hafta -Deniz Ürünleri Seçme, Temizleme ve Pişirme TeknikleriAhtapot (DEMODüz balıkların ayıklanması (LevrekYassı balıkların ayıklanması (Dil balığıIstakoz thermidoDEMOAkdeniz usulü levrekDil balığı tempura, tatlı chili sos4 Ağustos Cumartesi, 16.00-20.008. Hafta- Taze Makarna Hamuru Hazırlama ve Makarna SoslarıTaze makarna hamuru yapımıPesto soslu fettucineKöz patlıcan dolgulu ravioli ve domates sosBolognese soslu lazanya11 Ağustos Cumartesi, 16.00-20.00"," 23 Haziran 2018, Cumartesi - 16:00",,Family & Education," Mutfak Sanatları Akademisi, İstanbul"
"
Aleyna Tilki
",Küçük yaşı ve büyük başarılarıyla tüm Türkiye’nin tanıdığı bir isime dönüşen Aleyna Tilki 23 Haziran akşamı Winner İncek açık alanda sahne alacak..Servis noktalarımız aşağıdaki gibidi1.Optimum Avm2.Atlantis Avm3.Gordion Avm4.Cepa Kentpark Avm5.Taurus Avm6.Antares Avm7.Ankamall Avm8.Nata Vega –AvmServis ücreti 15 TL  olup gidiş dönüş olarak hizmet vermektedir.Servis iletişim & Rezervasyon Numaraları0541 239 28 010507 707 88 08," 23 Haziran 2018, Cumartesi - 19:00",,Music," Winner İncek, Ankara"
"
MSA-Artizan Ekmek
","Bütün sorularınıza cevap bulabileceğiniz ve yemeklerinizin yanına yakışacak ekmeklerin tariflerini deneyimleyebileceğiniz Artizan Ekmek tabii ki MSA’da.Söz konusu ekmek olunca aklınızda çeşitli sorulaelirebilir. Bütün sorularınıza cevap bulabileceğiniz ve yemeklerinizin yanına yakışacak ekmeklerin tariflerini deneyimleyebileceğiniz Artizan Ekmek tabii ki MSA’da.“Hangi un çeşitleriyle hangi ekmekler yapılır”, “ekmeğin yapısı neye göre değişir”, sorularına cevap bulacak, ekşi mayalı artizan ekmek, pide, sokak ekmeklerinin yapımını ve maya çeşitlerini öğreneceksiniz.Kimler Katılabilir?Ekmeksiz sofra olmaz diyen mutfak ve sofra tutkunları, restoran, café, işletme sahipleri, mutfak personelleri. Ekmek konusunda uzmanlaşmak isteyen aşçılık öğrenci ve mezunları katılabilir.1. Gün: Temel Ekmek Hamuru ve ÇeşitleriBaguette & epiFougasseCiabatta25 Haziran Pazartesi, 10.00-16.002. Gün: Dolgulu ve Aromalı Ekmek Hamurları ve ÇeşitleriKaramelize soğanlı ve fındıklı ekmekZeytin ve cevizli mini rollFoccacia26 Haziran Salı, 10.00-16.003. Gün: Zenginleştirilmiş Ekmek Hamuru ve ÇeşitleriBriocheVieneiseÇikolatalı BabkaEkşi Hamur Yapımı27 Haziran Çarşamba, 10.00-16.004. Gün: Ekşi Mayalı Artizan Ekmek YapımıTam Buğday EkmeğiMalt EkmeğiÇavdar EkmeğiÇok Tahıllı Köy Ekmeği28 Haziran Perşembe, 10.00-16.005. Gün: Pide ve Sokak EkmekleriLavaşKaradeniz SimidiBagel29 Haziran Cuma, 10.00-16.0025-29 Haziran, 10.00-16.00 (5 gün"," 25 Haziran 2018, Pazartesi - 10:00",,Family & Education," Mutfak Sanatları Akademisi, İstanbul"
